source,class,file
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\175849-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold10\175850-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold1\175851-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold8\175852-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\175853-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\175854-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\175855-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold8\175856-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold8\175856-1-1-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold8\175856-1-2-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\17592-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\17592-5-1-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\17592-5-1-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\17592-5-1-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\17592-5-1-3.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\176003-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\176631-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold2\176634-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold1\176638-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold1\176638-1-1-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold4\176638-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold4\176638-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold4\176638-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-10.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-11.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-12.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-13.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-14.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-15.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-16.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-17.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-18.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-19.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-20.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-21.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-22.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-23.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-24.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-25.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-26.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-27.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-28.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-29.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-30.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-6.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-7.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-8.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold1\176787-5-0-9.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-10.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-6.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-7.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-8.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\177592-5-0-9.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold7\178115-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold10\178402-1-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-10.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-11.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-12.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-13.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-14.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-15.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-6.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-7.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-8.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\17853-5-0-9.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold1\179858-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold6\179860-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\179861-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\179862-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\179863-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold2\179864-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\179865-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold2\179866-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold2\179866-1-1-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold1\179867-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold10\179868-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-1-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-10-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-11-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-12-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-2-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-3-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-4-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-5-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-6-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-7-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-8-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold9\180156-1-9-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold6\182474-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold7\183894-1-5-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold7\183894-1-6-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold7\183894-1-7-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold7\183894-1-8-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold7\183894-1-9-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold1\184355-1-0-0.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold3\184623-8-0-0.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold3\184623-8-0-1.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold3\184623-8-0-2.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold3\184623-8-0-3.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold3\184623-8-1-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\185436-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\185436-1-1-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\185436-1-2-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\185436-1-3-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\185436-1-4-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\185436-1-5-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\185436-1-6-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold5\185436-1-7-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\18592-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\18592-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\18592-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\18592-5-0-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\18592-5-0-4.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\18594-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\18594-1-1-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\18594-1-2-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\18594-1-3-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\18594-1-4-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\18594-1-5-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\18594-1-6-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold8\186935-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold8\186935-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\186936-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\186936-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold4\186938-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold8\186940-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-6.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-7.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold9\187075-5-0-8.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\187356-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\187356-1-1-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\187356-1-2-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\187356-1-3-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\187356-1-4-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\187356-1-5-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\187356-1-6-0.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold6\188004-8-0-0.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold6\188004-8-0-1.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold6\188004-8-0-2.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold6\18933-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold1\19026-1-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\19338-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\19338-5-1-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\19338-5-2-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\19338-5-3-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\194962-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\194962-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\194962-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-10.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-11.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-12.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-13.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-14.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-15.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-16.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-17.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-18.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-19.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-20.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-21.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-6.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-7.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-8.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold3\195451-5-0-9.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-0.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-1.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-10.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-11.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-12.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-13.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-14.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-15.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-16.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-17.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-18.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-2.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-3.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-4.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-5.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-6.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-7.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-8.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold3\199769-1-0-9.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold10\200786-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold10\200786-5-1-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold10\200786-5-1-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold10\200786-5-1-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold10\200786-5-1-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold10\200786-5-1-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold10\200786-5-1-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-0-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-1-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-2-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-2-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-2-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-2-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-2-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-2-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-3-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-3-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-3-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-3-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-3-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-6.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-7.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-8.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-4-9.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-5-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-5-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-5-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-5-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-5-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold2\201652-5-5-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-1.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-10.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-11.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-12.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-13.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-14.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-15.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-16.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-17.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-18.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-19.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-2.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-20.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-21.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-22.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-3.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-4.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-5.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-6.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-7.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-8.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-0-9.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold7\201988-5-1-0.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-0.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-1.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-10.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-11.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-12.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-2.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-3.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-4.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-5.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-6.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-7.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-8.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-0-9.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-1-0.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-1-1.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-1-2.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-1-3.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-1-4.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold5\203913-8-1-5.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\203956-1-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold5\203962-5-0-0.wav
urbansound8k,engine_idling,../data/raw/UrbanSound8K\audio\fold5\203962-5-0-1.wav
urbansound8k,car_horn,../data/raw/UrbanSound8K\audio\fold4\204765-1-0-0.wav
urbansound8k,siren,../data/raw/UrbanSound8K\audio\fold10\208652-8-0-0.wav
